,MoB,MoG,MoR,MeB,MeG,MeR,sdtB,stdG,stdR,MoB2,MoG2,MoR2,MeB2,MeG2,MeR2,sdtB2,stdG2,stdR2,hu1,hu2,hu3,hu4,hu5,hu6,hu7,Ncont,MinArea,MaxArea,ContConv,MinPer,MaxPeri,type,var2,var3,var
69,4.0,72.0,42.0,9.044973322015542,79.32852777290165,49.08207339088148,10.421443809476855,16.16099093506721,15.918989601567812,56.0,116.0,98.0,62.26082170706507,118.57825410180705,97.96234956238234,14.805495818608875,2.605091853657809,6.005281881997656,0.0014929597101937752,7.819702933452683e-08,4.423216456342883e-11,1.1060355186731025e-10,-7.565704612521058e-21,-3.082588080800109e-14,1.6147851791168914e-21,22.0,1322.0,6.0,3.0,15.899494647979736,13699.203899025917,2.0,,,
70,4.0,73.0,40.0,9.1227562886843,75.43172073364924,45.921080529768446,10.292983566771285,16.033517111820956,15.74053630495193,54.0,117.0,101.0,59.04160949416097,118.61921406959284,99.83053151639838,14.679653008260818,2.5342497484516255,5.965230990489454,0.0014735413482727085,3.117099370849176e-08,1.2255041603766692e-10,1.4932893413016086e-10,-1.094013751381992e-20,-2.049412374878362e-14,-1.6982187235224566e-20,34.0,2012.5,3.0,1.0,2.0,19443.84748315811,2.0,,,
71,4.0,66.0,36.0,8.937800735771658,70.12392440599822,41.79845490026829,10.9637821942474,15.167182965659222,14.949269602687965,51.0,117.0,103.0,54.6793038803344,118.801214562718,102.19293412291496,14.034793009152532,2.3928436805776756,5.480993746761841,0.0014666092152208327,2.4221399608401525e-08,8.557510627723545e-11,1.5316019179318044e-10,-8.658871473659273e-21,-1.8752869325012318e-14,-1.5247343618407193e-20,23.0,1430.5,1.0,0.0,2.0,17487.008276104927,2.0,,,
72,5.0,70.0,40.0,8.235414132969114,84.96244972927889,54.904803641141626,9.939226398842164,21.36677598131266,22.29034905757811,54.0,117.0,99.0,67.22729698909434,119.20013608387715,94.71292238130822,19.554148429860106,3.2185974718281796,9.565167879551872,0.0016442971711761525,7.834665719528628e-08,1.6039066994377843e-10,1.5035607152657666e-10,-1.0051989150657493e-20,-4.206174061572162e-14,2.1074632749743778e-20,26.0,3528.0,2.0,1.0,2.8284270763397217,16631.795085668564,2.0,,,
73,4.0,68.0,38.0,8.032616579973144,83.89142477218506,54.21235402244906,9.98190240305207,21.292413865106738,22.096794094155328,51.0,117.0,100.0,66.36679416480895,119.3249909395492,95.08154092846807,19.46227496337492,3.2601098130150654,9.392848150269579,0.0016160211808416004,7.905129254459312e-08,1.385455301813868e-10,1.1802317525441522e-10,-1.1750070483797378e-20,-3.0951018877928486e-14,9.471258217244507e-21,17.0,2576.0,0.5,0.0,11.071067690849304,24831.13801229,2.0,,,
74,5.0,67.0,39.0,8.770076325723181,84.40644736753605,54.118622116299385,9.4090430156677,21.42447908025923,20.71644786265693,51.0,117.0,101.0,66.72659278474173,118.99861817034993,95.30057410575294,19.092150268419406,2.7015570544582723,9.333937704719489,0.0015573964345871254,1.3688353889309533e-07,4.011645729414226e-10,4.827615606161346e-11,-3.32012665401625e-21,-1.7276064154676027e-14,5.840591116990687e-21,15.0,6593.0,2.0,4.0,5.656854152679443,55621.35494196415,2.0,,,
75,5.0,67.0,37.0,8.721396080780654,83.73002948671443,53.55363413595197,9.431316588071448,21.301454333219937,20.71171232744518,51.0,117.0,102.0,66.15533319686259,119.0026480093081,95.59483952393782,19.034216674146236,2.7286238295434573,9.219804453120544,0.001566211021564133,1.432455480447613e-07,4.1250784932700243e-10,5.0644347216402786e-11,-5.11105260990003e-21,-1.724480795650354e-14,5.240220399073983e-21,22.0,6710.5,2.0,6.0,5.656854152679443,30843.25643849373,2.0,,,
76,16.0,55.0,31.0,18.37335148683,61.13820929816889,35.634642871716125,10.870702248856224,16.228775385138604,13.947945616931447,45.0,118.0,111.0,48.63339572879412,118.71505427945313,110.91333736020648,14.522374672293296,2.549164237185954,4.345093367654072,0.0015940133453234912,1.261933170212993e-07,2.523667081968835e-10,1.4319994436987128e-10,-1.41042641458834e-21,-1.7317708223553757e-14,-2.7186081899635667e-20,6.0,8657.5,146.0,0.0,9.656854152679443,28505.177360653877,2.0,,,
77,15.0,58.0,34.0,19.13937633983885,62.16024389894071,36.58111631263109,11.174747586659395,16.191221084975766,14.05473091724889,46.0,117.0,110.0,49.60189615814485,118.69931561334968,110.79910609372226,14.58809440393585,2.532655451909936,4.159954849397041,0.0016069602957345039,1.3448611601642982e-07,2.133228651336842e-10,1.5332533058357764e-10,-2.6899307733340966e-21,-1.8490354574379998e-14,-2.7598563296248055e-20,9.0,9046.0,51.0,0.0,9.656854152679443,20370.3529651165,2.0,,,
78,10.0,59.0,31.0,16.19646918497104,65.23382552133349,38.38066252059558,11.937128109872631,17.377600239734143,14.687939018467603,45.0,117.0,108.0,51.608823626034834,118.55540968775587,108.01571518462737,15.427196137319536,2.841424493518366,5.005735679861451,0.001433168424623399,7.444798719088241e-08,7.116463781777704e-10,1.25972236739925e-10,-1.9289698034955367e-20,3.37539222847479e-14,-3.2411835436369867e-20,24.0,1917.0,1.0,6.0,2.0,23161.34913301468,2.0,,,
79,10.0,58.0,32.0,15.898430059962342,65.52893423375076,38.63571435218647,11.90692725343944,17.655662297641666,14.744055047003975,45.0,117.0,108.0,51.827424473196864,118.58821102525367,107.7224050699664,15.598450801047541,2.8929340193435795,5.079778829629433,0.0014079152579011488,9.863270764012427e-08,5.365143874087916e-10,1.1113301163771339e-10,-1.1888119763040256e-20,3.337488834134573e-14,-2.4394000424048284e-20,26.0,1212.0,3.5,0.0,2.0,15133.169422626495,2.0,,,
80,12.0,58.0,32.0,14.144854704641553,56.289188490668415,33.96452857266694,10.04242518832599,12.953523131058537,12.790917685655133,45.0,118.0,109.0,44.80229814203019,120.29028972385694,110.69299994541993,12.226655633960283,2.0700487195113983,3.3962042867406783,0.0019286029477783731,1.7230293068730042e-07,2.098402572071659e-09,2.435049055022647e-10,1.730300133168076e-19,1.005587183468663e-13,1.8933421594654513e-20,3.0,1877.5,17.0,0.0,3044.9402478933334,27803.035733103752,2.0,,,
81,13.0,62.0,35.0,14.988742324677789,58.94762688204208,35.725683421304026,10.149200106393183,13.325458049434163,13.011873741934629,48.0,118.0,108.0,46.993246198926336,119.99491715959202,109.93234458779217,12.519687206273188,2.096118356211348,3.508574364229371,0.0019339863337775854,1.259457689276927e-07,1.9552789825649257e-09,2.405366274469743e-10,1.6495906607083964e-19,8.535969958325143e-14,1.9536683634793102e-23,4.0,2013.5,3.0,0.0,356.3675309419632,30094.808585882187,2.0,,,
82,6.0,79.0,38.0,9.718175048147938,78.16018161161855,44.77912239800459,10.135510551458086,13.915781062194691,13.261147018244067,59.0,114.0,101.0,60.36170218999144,116.8530367330533,99.41955412695353,12.600917584406716,2.8054212015522877,4.860264052046153,0.0015724757331085216,1.9660359490992243e-07,4.4555418922993303e-10,1.5048082856863535e-10,-3.469117400250685e-20,-5.475796390231195e-14,-1.7741902774051306e-20,37.0,2286.0,0.5,2.0,2.8284270763397217,16314.345136284828,2.0,,,
83,9.0,75.0,43.0,13.883366654928928,79.95053513415458,50.81266181830175,10.396641355647402,17.117655792052226,18.830516481876778,58.0,117.0,102.0,63.70318849352436,118.7808088950714,99.88562398689253,16.1372680564051,3.444864920808514,7.18601636071303,0.0011991776436934968,2.6352930238532306e-07,8.896142294604091e-11,6.820745464270465e-11,-1.5641315903537988e-21,-2.9226932433476413e-15,5.077657579536502e-21,15.0,1140.5,2.0,4.0,2.0,12270.595495462418,2.0,,,
84,10.0,76.0,43.0,14.230107475010604,80.16367025050702,50.814644299322026,10.510532060032899,16.846119081916513,18.563297856685818,59.0,117.0,102.0,63.86541503604946,118.66252454719596,99.98924194640924,15.885619149711918,3.4250564576392906,7.179503303358742,0.0011936964781299895,2.600433845003544e-07,9.332525949875532e-11,6.762692604360072e-11,-1.484491190985706e-21,-2.807119059633622e-15,5.16337044590224e-21,12.0,1853.5,0.5,3.0,5.656854152679443,21848.755022406578,2.0,,,
85,11.0,93.0,57.0,14.662749723999214,93.88781970457453,59.3014667168902,10.210225003964622,12.774418619935924,14.429596800568614,73.0,116.0,93.0,74.45886225424148,117.11994630162464,94.2415343639004,12.56436924811968,2.37163221818653,4.0945395994934115,0.0008887829466731928,1.2373674675339157e-07,1.703565841864942e-11,1.6666347134955886e-12,3.540397866650917e-24,-3.0951201258035604e-17,-8.144313096497277e-24,28.0,2557.5,0.5,3.0,2.0,40733.03709769249,2.0,,,
86,13.0,55.0,29.0,18.820132280448735,61.56870190204863,35.96598122776116,11.04197805832873,12.205473179442782,12.24907842914293,43.0,117.0,109.0,49.03058113555495,118.65026243306183,110.94142009386118,11.688974449287205,2.1360432158174465,3.277053492894003,0.002064135207943403,7.686272189926306e-07,4.886538302530846e-10,1.6083124999091067e-10,1.3813686742630062e-21,-7.663241965832671e-14,4.506635021117576e-20,11.0,4470.0,2.0,2.0,5.656854152679443,18476.76563489437,2.0,,,
87,12.0,53.0,27.0,17.584876683982603,58.338812978308674,33.52132284455028,10.854261317598757,11.739986857215275,11.869578347230364,41.0,117.0,111.0,46.26010149505968,118.89386528619303,111.81917651690465,11.32029925733431,2.0148142581624304,3.007659879711615,0.002091136412476008,9.692079343552725e-07,3.8447743511762513e-10,1.3406524319144895e-10,-1.8347962509888556e-20,-1.2362266824610782e-13,2.4285734043392107e-20,4.0,1658.0,29.0,1.0,21.313708305358887,21620.404693722725,2.0,,,
88,13.0,62.0,32.0,18.141565904059373,63.61799156209743,35.35075940369341,10.143759347211622,14.923832979308214,13.131500883459818,48.0,116.0,109.0,49.96939093177993,117.52645758095872,110.02938868549177,13.459593442146344,2.237754986379775,4.091880600989743,0.0017352850555594794,7.53528882225041e-07,5.727140797376431e-10,1.160839591856068e-10,-1.4771504306106267e-20,-5.284165857226386e-14,2.6032523147988347e-20,8.0,2428.0,1.0,0.0,66.14213538169861,27416.119332790375,2.0,,,
89,13.0,59.0,30.0,17.777662335719466,62.86270822580765,34.99065592531921,10.092990994321859,14.752507815969768,13.034383840843216,45.0,116.0,109.0,49.37575043571273,117.69741713977963,110.15668229996484,13.33254948514743,2.18678926166505,4.044405956180195,0.0017305419368980064,8.141643681202741e-07,8.114121365113257e-10,1.4255718740408143e-10,-2.551434307574875e-20,-7.923950127688009e-14,4.1228404521562767e-20,3.0,2431.5,588.0,0.0,117.4558436870575,27551.214791178703,2.0,,,
90,12.0,73.0,43.0,17.95858485172878,77.80958082600598,52.446594677337934,11.179426860544112,14.462658741315243,17.929369494936978,57.0,118.0,102.0,63.43189997488744,120.18547894273566,102.35950895952593,14.557261813191719,3.8071613349529,4.91994052891621,0.0016096596986504101,1.846820500698322e-07,1.686614360259206e-09,4.2966148613209285e-12,-3.6031250710825976e-22,-7.762525858334551e-16,6.289747765891103e-23,39.0,742408.5,0.5,7.0,2.0,9670.355130076408,2.0,,,
91,13.0,74.0,45.0,18.795366954393273,80.44314184341721,54.1097404240332,11.3458489247724,14.417778291272876,17.97643375385546,59.0,117.0,101.0,65.56810916631572,119.83124157855407,101.62064638038584,14.549577865475685,3.8527948562618235,4.922440404133578,0.00161661688456336,1.810871096149038e-07,1.7183907889648717e-09,6.26274839228533e-12,-6.465714731509776e-22,-1.065265691277855e-15,6.361418890685242e-23,35.0,1011.5,1.0,5.0,7.656854152679443,17974.650171279907,2.0,,,
92,20.0,70.0,41.0,23.26713431287813,72.24863612791702,45.46730717372515,11.050748075849558,11.29357945297603,13.00815500395581,56.0,117.0,106.0,58.65542402765773,118.57244943820224,107.97981815038894,11.452958915401185,2.249697376804528,2.975562227001344,0.001390107931237232,1.7312555669103096e-07,5.695537506868034e-10,1.6797031155204e-10,4.5933139367122864e-20,3.825198419087442e-14,-2.4276110023537685e-20,12.0,1425.0,1.5,2.0,5.656854152679443,25379.09515786171,2.0,,,
93,19.0,68.0,40.0,22.493182998718087,70.50103376606047,44.46513618004209,10.86248615258847,11.364435992415439,13.006412497404371,54.0,117.0,107.0,57.24397559808319,118.89380155640168,108.34786959774688,11.46886260089444,2.2739236378215835,2.942676847009359,0.0013649195221559478,1.3657825649895582e-07,4.655755733262134e-10,1.619285333927175e-10,3.8806540138745683e-20,3.544626978607202e-14,-2.169888305503608e-20,13.0,1474.5,0.5,1.0,5.414213538169861,25802.07285475731,2.0,,,
94,5.0,83.0,44.0,9.179928048806655,82.17022339915748,47.28055869457935,12.30883027588654,12.901953212988413,15.135003584214731,62.0,115.0,94.0,63.375821609675505,116.49270832588313,97.40039480177661,13.039583584820967,2.284586872377417,4.460029475496452,0.0014883639441427617,1.297023083241003e-08,2.3248783966756907e-10,7.523187054366667e-11,6.83363019366987e-21,8.455159484384874e-15,7.231514572943113e-21,8.0,1145945.5,3081.0,0.0,465.1959578990936,14459.594595074654,2.0,,,
95,5.0,74.0,44.0,9.45442681697611,84.62427297663871,56.699205582459214,10.198889492858514,14.844819617058384,17.25826141042157,57.0,118.0,99.0,67.74248840982142,120.16529380351618,95.10455701449692,14.38847487012265,2.9613609949348048,6.244095091993521,0.0015967249224742807,2.55241294991724e-07,8.375496878717461e-10,1.9473945684717185e-10,-6.36483203662053e-20,-3.153318187286176e-14,-4.6199108240278116e-20,20.0,93021.5,1.0,3.0,7.656854152679443,24499.846258163452,2.0,,,
96,5.0,73.0,44.0,8.57694559906951,84.09754460158065,56.84333100175002,9.848211659662795,14.710848077312528,17.024589901044585,57.0,118.0,98.0,67.36893821840235,120.52692442722109,94.81741156733317,14.220819335658037,2.953961445698068,6.135628091783328,0.001585274187037591,2.339765279830337e-07,8.053628439196899e-10,1.988480996433052e-10,-6.076913947547971e-20,-3.206175901661798e-14,-5.1374416272953816e-20,31.0,365562.5,1.0,5.0,2.0,23351.065395236015,2.0,,,
97,4.0,61.0,31.0,7.767811282278179,68.22560614342223,40.016108714850624,9.14121907759931,12.726393382694893,13.92164751467368,46.0,117.0,103.0,52.908899478065635,118.80356534534687,102.52947420010956,12.16842866950719,2.5192012968818234,4.546554319908067,0.0014805709835315514,3.33759211554397e-08,2.9838561504285416e-10,1.1458927817569328e-10,-1.0724237152416902e-20,2.069782655158607e-14,1.8274380846665945e-20,17.0,403210.0,1.0,0.0,27.656854152679443,11505.119431495667,2.0,,,
98,15.0,117.0,132.0,18.701116706809724,111.9001532734837,126.69432888110357,8.054215029849516,32.97698592336178,33.312033026605725,117.0,145.0,67.0,105.69126341142983,142.99321217429386,78.89949638712503,29.45037235931086,3.3799855788323305,16.184904779721098,0.18428280991743867,0.022032151123423636,0.0367261653230257,0.02575723944549693,0.0007590953418771968,0.0036193535470934726,0.00022662893041734258,6.0,738.0,96.5,2.0,37.071067690849304,152.28427076339722,3.0,,,
99,5.0,131.0,132.0,8.292622143283333,133.61653017331093,121.8268228176558,7.852325269007241,18.140436689752683,21.43593922098382,125.0,133.0,67.0,115.8046118195568,132.29796550432238,67.31494747942887,17.312553886092527,3.5495292726097536,8.794327987842047,0.0015324252393742357,5.144707591035483e-07,1.4255296053638827e-09,1.8443989503294798e-10,5.399127541175469e-20,5.689118284486296e-14,7.764746328890633e-20,66.0,215219.0,0.5,6.0,2.0,13816.855899095535,3.0,,,
100,12.0,94.0,63.0,16.597810122153312,101.81860694470612,83.2062091716875,11.400126966648234,21.255525701706475,30.24878345386372,76.0,119.0,91.0,86.54987254068894,125.61950704198276,88.52488916999575,21.86417823247942,6.889778893008752,10.753845213130072,0.0017123124929163342,9.086995769499627e-08,1.0686799660282052e-10,3.767704167917125e-10,5.117723554670628e-20,1.7135178218831088e-14,-5.564803793521851e-20,51.0,2306.5,0.5,7.0,2.0,21241.17007613182,3.0,,,
101,6.0,64.0,37.0,12.395051446350235,73.97500275114173,47.01226383949339,12.763176409925892,17.20619988252318,17.51009680467394,49.0,118.0,102.0,58.91815540949494,119.55166706683274,101.74724510671929,16.10838769498245,2.73003358983973,6.283800958044478,0.0019348373961324697,1.2585423903133797e-06,4.4606090122261245e-09,1.6297532858520555e-09,4.235394732047715e-18,1.7638637358806165e-12,-1.1706537365589522e-18,26.0,2400.0,0.5,5.0,2.0,31696.221080183983,3.0,,,
102,8.0,74.0,46.0,14.874582294651871,90.23766818065877,74.34150346060441,14.327203201852498,21.450982471869672,31.04159740029879,60.0,119.0,102.0,76.88212403303488,126.1772442485805,93.00983630451604,22.396849284150598,6.909505245815418,11.447509656635887,0.0018600320862652664,1.0706809755119096e-07,7.330439115191706e-10,9.453849581476364e-10,-4.616022749039463e-19,1.2178782965964676e-13,6.374180250909996e-19,25.0,1125.5,1.0,6.0,2.0,21437.915771245956,3.0,,,
103,7.0,74.0,45.0,17.01318099404265,96.65455739086474,65.7624032697814,12.571269639957618,21.45964744719481,21.543011563342475,59.0,117.0,90.0,78.32284258556867,119.02479866593613,93.40052650126982,20.0201429182147,2.8637166941772563,6.724248114133911,0.001099200419466182,1.4769758400882411e-08,2.5036571030653597e-10,6.158721469275846e-11,-4.1939500083908164e-21,-3.7745000205052466e-15,-6.395002628520282e-21,35.0,14642.0,2.5,9.0,2.0,26757.806505680084,3.0,,,
104,11.0,89.0,44.0,15.837177278405887,84.16947576336294,57.4886628803574,10.202596206536937,15.788457918475277,18.447234400267053,58.0,117.0,103.0,68.42692713898954,120.2120437035214,98.32274807543126,15.287013148186109,3.285465477595184,6.537802774941548,0.001998090648763473,6.687657539564731e-08,8.889052184759634e-10,9.607415932591667e-11,-2.793687457652991e-20,-1.5234041944846004e-14,2.7931107445711848e-21,21.0,384269.0,9.5,1.0,11.899494767189026,6033.445197820663,3.0,,,
105,13.0,142.0,139.0,22.289610693144315,137.82670586196753,136.23825249134626,10.291193942560106,9.960276170044287,13.3370144443834,125.0,135.0,70.0,124.18164362364452,136.60675615230556,70.49714900527484,9.968245643470818,3.7159551312835073,5.324285276410936,0.002284751825381853,9.914129621090853e-07,3.02280567225173e-09,1.208932863732901e-09,-8.329977575195567e-19,1.190744755149708e-12,-2.1557002169111587e-18,107.0,3783.0,0.5,21.0,2.0,6794.813602805138,3.0,,,
106,5.0,133.0,121.0,12.06403843452561,144.8740992728544,138.03934165252883,9.487098511914004,19.38520004899191,28.44200319034165,111.0,135.0,66.0,127.68840868583871,135.39255271991482,62.74069429122669,20.1450441020908,6.618750895681606,10.019348090468098,0.0012112791374201458,2.252942542510058e-07,6.231415994978421e-10,1.2565533699205234e-10,2.610458931822898e-20,1.734729622607367e-14,2.3555607044581927e-20,132.0,7265.0,0.5,29.0,2.0,12022.323063373566,3.0,,,
107,8.0,79.0,50.0,11.814260448197354,91.94708514702931,75.54427562654291,9.927413045257769,23.06514325179369,32.1926133892005,62.0,119.0,100.0,77.90772176522414,126.31912035381247,90.70169644181198,23.436558615945735,7.145840384282079,11.592589571661842,0.001892153944531738,1.4670207140406357e-07,7.605715351706334e-10,9.259387714050991e-10,-4.0811075760588535e-19,6.037803646357916e-14,6.612389465648497e-19,50.0,1037.0,0.5,8.0,5.414213538169861,6885.989345908165,3.0,,,
108,8.0,66.0,36.0,17.482982748236402,82.0774287118637,57.868199156795825,14.339089266393762,21.3067577243652,27.84701722634574,51.0,116.0,103.0,67.47509674694875,121.11968670603466,99.79144023150039,21.738471834222864,5.812877020803964,7.945205434174343,0.0020716112024721,1.8242663023740452e-07,1.177835231020717e-09,4.709487933073164e-10,-2.0170492464181285e-19,-1.6431614859500558e-13,2.869557257533387e-19,23.0,2301.0,1.5,3.0,2.0,26775.26410448551,3.0,,,
109,11.0,105.0,69.0,16.682499827139036,106.48019329697152,74.99644245356819,10.564358297247354,16.386623538600375,19.15884035780666,82.0,117.0,89.0,86.80415462853874,119.55528861906008,88.43020597344223,15.852473062481392,3.457340634145719,7.080083696249607,0.0014493660863115804,5.281847761289641e-07,4.5093404620725815e-10,1.4214172488502375e-10,-1.2876909884964777e-20,1.3773737738775319e-14,3.3603705933019346e-20,10.0,2214423.5,7.0,2.0,9.656854152679443,16777.271119952202,3.0,,,
110,6.0,110.0,73.0,11.31745148438849,113.22653621213654,83.1453030374875,11.705308443743188,14.510122726604095,19.49140645051792,89.0,117.0,80.0,92.60125897687551,121.24081243015998,82.14173957465692,14.86607385400239,4.189026176439655,6.77805467479662,0.001964702744002245,2.8219377731510314e-07,1.3763138534081923e-09,4.2626587340506596e-10,2.189996615530512e-19,1.1202055496549746e-13,-2.421562139468229e-19,25.0,277273.5,0.5,3.0,2.0,11105.859746694565,3.0,,,
111,8.0,56.0,35.0,14.405544669547824,73.1631094063604,55.18732336201461,10.599354337322595,21.962000831105183,23.163986797210686,44.0,120.0,106.0,61.075032162346346,123.78886800437103,101.65694630205245,19.97475105701366,5.059710261139936,9.24266858258274,0.0017605987553833261,9.224000064099665e-08,8.892035764259449e-10,7.367339505392629e-11,1.8856718277362443e-20,2.1571374975436375e-14,2.899022203996096e-23,105.0,318138.5,0.5,27.0,2.0,9889.025385975838,3.0,,,
112,8.0,68.0,37.0,17.31028831488659,82.65586302069487,58.60232607357242,14.010862871780747,21.50094653152397,28.039933791081975,52.0,117.0,103.0,68.01542145325816,121.26129892118041,99.39043806931872,21.860323356030218,5.852416677794996,8.200873879926517,0.002074837909897124,1.7835020596849626e-07,1.2221547173737707e-09,4.753345265965183e-10,-2.251390207078575e-19,-1.5415931406339052e-13,2.8384848894704375e-19,23.0,2252.0,0.5,4.0,2.0,26372.612305402756,3.0,,,
113,8.0,59.0,37.0,15.01824353508332,76.01469932564231,57.44505430390682,10.77363598503847,22.203451725035546,23.609736065654324,46.0,120.0,105.0,63.50169808560442,123.6753704439057,100.63809528785599,20.254891458687243,5.1828635169601,9.312855744240249,0.0017721049843644216,1.125171459953642e-07,9.385641409180761e-10,8.254796167513602e-11,2.2794678521874492e-20,2.734792669949857e-14,2.888035314139674e-21,161.0,308873.0,0.5,49.0,2.0,7276.295042037964,3.0,,,
114,5.0,98.0,68.0,8.8167513520417,100.0179392946904,80.72970704072259,8.221739253138765,19.63636067669248,28.060080968628846,78.0,121.0,86.0,83.84421431984535,125.76249581745358,85.66390588763284,19.988569045113227,6.995095782147863,10.037730522584253,0.0010756572261193705,8.306148545982617e-09,3.441785316391613e-10,8.174066691036425e-11,-8.753571975492546e-21,-6.7449321138152565e-15,1.0552213260871166e-20,50.0,18770.0,0.5,10.0,2.0,15602.16138780117,3.0,,,
115,13.0,114.0,81.0,16.84360550642965,114.73775076616685,88.84051940451234,10.759952002779503,18.61795544634349,25.53712338129091,93.0,118.0,90.0,95.83465147737286,123.0089200134385,83.428988203104,19.135573378524736,5.127543759851219,8.670198734446299,0.0013830083448845764,4.300455139890188e-08,1.9271548453199758e-10,8.814607320277509e-12,1.2621029544556733e-22,-1.8090606029711698e-15,-3.406702924759471e-22,58.0,406813.0,0.5,6.0,2.0,10690.979044914246,3.0,,,
116,7.0,78.0,48.0,11.45013461349972,88.49371143286737,72.35117440112111,9.766779972983162,23.204624495959276,31.919468806060085,59.0,119.0,102.0,74.87631824257957,126.19596430604707,92.2063976343059,23.440836658697457,6.998087179797927,11.526325893333306,0.0018659763206925117,1.3446227492023728e-07,8.146054339326949e-10,9.073622239422375e-10,-3.5649406547610964e-19,8.243091975107926e-14,6.938676673063587e-19,54.0,8882.5,0.5,7.0,2.0,21088.617554187775,3.0,,,
117,14.0,85.0,53.0,21.974743270309773,87.39847929995713,59.82119557981627,13.08161762267869,19.95004928279946,21.4178368141852,67.0,117.0,103.0,71.7015147015147,119.51777100545573,99.94231903098898,19.04841537452578,3.091839752931388,6.795357590703584,0.002073830898762892,5.184951774427269e-07,6.206338329954117e-09,4.074832744986153e-11,1.5238105677615002e-20,2.542073189376492e-14,1.3701038017338912e-20,28.0,396890.0,0.5,2.0,4.0,6366.323612809181,3.0,,,
118,7.0,118.0,59.0,11.029403938029521,109.68444017519398,90.45555688641834,9.605969987780833,22.168973614351348,28.241933009504784,73.0,120.0,91.0,92.69287653402422,126.40400352370506,81.91664950640397,21.488213344449097,6.088801207304787,11.351600264382192,0.001850445537975287,1.0849025271288288e-07,1.567986969304256e-09,1.4589170701961828e-10,6.972590907131875e-20,2.906559107344946e-14,2.6899542450955257e-21,85.0,630395.5,0.5,13.0,2.0,17109.3740619421,3.0,,,
119,9.0,98.0,110.0,12.589627140720589,94.43452989876693,95.81351560856547,8.386385402467056,21.50579014070144,23.016970149026047,89.0,138.0,84.0,85.51743122174162,135.3485581564228,86.8485019638581,19.17673107593125,5.905528370337346,9.904541093856968,0.003431120521369727,3.2575692637649863e-06,1.3628175556618504e-08,5.181264554029881e-09,3.8212315193145966e-17,9.311386474032754e-12,2.0866519771459956e-17,143.0,5391.5,0.5,23.0,2.0,7426.771427154541,3.0,,,
120,5.0,108.0,72.0,11.325858826804511,111.1637668383365,80.93468358437886,11.754836438726862,14.557647885510608,19.33806376574122,86.0,117.0,82.0,90.73117613398071,120.99927947794903,83.20353201364989,14.852373833099094,4.108088685672479,6.777545445993767,0.0019478057847817996,3.1129976815320316e-07,1.1800817859083547e-09,4.0115192365787205e-10,1.895766213372315e-19,1.0051632958753876e-13,-2.0059988680422628e-19,22.0,272219.0,0.5,4.0,2.0,10903.031319975853,3.0,,,
121,8.0,106.0,110.0,11.443072761836715,95.86051493384707,98.22440832365811,8.079292250733655,20.851458435666153,22.478747326739565,96.0,138.0,80.0,86.94671021574656,136.05355516145906,85.39931614335472,18.666894715192512,5.811782005101508,9.482129358119035,0.003457961977961246,3.8983939637006615e-06,1.212120041573285e-08,3.719301961057861e-09,2.1946516824449192e-17,7.341033113000826e-12,1.1915730609242389e-17,230.0,3300.0,0.5,43.0,2.0,7281.842494010925,3.0,,,
122,9.0,110.0,89.0,12.59201261300207,111.37976884639346,95.30036440387035,9.679018713250457,18.797606307352297,26.009404019070807,93.0,126.0,79.0,95.3094640745591,127.98964004628156,81.32725196760289,19.058034655644278,5.967674366176089,9.26452169992696,0.0012731751176523849,4.450129957009429e-08,1.0778256727804174e-10,9.387529978734928e-11,4.637814916562351e-21,6.2332955608959004e-15,8.225408201317793e-21,67.0,10447.0,0.5,4.0,2.0,12412.62336909771,3.0,,,
123,23.0,145.0,153.0,21.87246932866542,137.96106127142923,143.74621181666913,10.242639777599836,15.172449313729427,20.4318085845667,136.0,141.0,66.0,126.46094169011648,140.3327545937034,68.98926210697185,15.604420312186516,4.253550739917785,6.586055202283443,0.0017714627077410113,1.917083467698292e-07,1.8076580153963298e-09,8.310737404153895e-11,2.1627542299680878e-20,1.2652693782322324e-14,-2.3871768514169792e-20,334.0,2968.5,0.5,66.0,2.0,6377.52375292778,3.0,,,
124,14.0,83.0,51.0,21.104305943158465,85.87325469619607,58.64134252237028,12.849476167693416,20.04070041064655,21.433405914447608,66.0,117.0,104.0,70.35746788611915,119.64381768710253,100.20819160276369,19.07401835215892,3.078411320814232,6.908439984009475,0.0020683589425369167,5.098310528991379e-07,6.175252617713491e-09,3.8736096996962e-11,1.571204912757195e-20,2.5157261837414932e-14,1.0585620136038642e-20,25.0,398662.0,0.5,0.0,9.656854152679443,4428.532296776772,3.0,,,
125,43.0,138.0,142.0,33.39342613453492,115.99545381396847,124.80214032829096,13.850684976755824,40.62915967973022,36.836544349369895,129.0,138.0,79.0,109.2135500482781,139.128097843579,85.23338429353075,36.055206166516335,2.6064567310396836,15.069778074181079,0.09188009167052594,0.007356141864284696,0.0006895672477354349,0.0006936559885401771,4.796688378933651e-07,5.6997409718768885e-05,8.171984655739023e-09,32.0,1139.0,3.0,5.0,15.899494767189026,900.0731551647186,3.0,,,
